engine_size_l,cylinders,fuel_type,vehicle_class,distance_km,duration_minutes,avg_speed_kmh,max_speed_kmh,idle_time_minutes,route_type,load_weight_kg,traffic_level,weather,fuel_used_liters
2.4,4,diesel,Pickup,417.55,512.85,48.85,87.82,41.86,highway,497.06,high,clear,44.736
2.4,4,diesel,Pickup,183.18,130.91,83.96,103.84,11.86,highway,1862.61,medium,hot,20.525
3.0,4,diesel,Pickup,176.2,184.81,57.21,90.36,15.52,mixed,740.52,low,rain,20.755
2.8,4,diesel,SUV,306.84,201.38,91.42,131.73,14.37,highway,70.58,low,rain,34.578
3.5,6,petrol,SUV,145.45,107.72,81.02,109.78,6.08,highway,440.18,medium,clear,19.239
1.5,4,petrol,Compact,169.86,134.77,75.62,106.78,9.64,highway,475.1,medium,rain,11.962
4.5,6,diesel,SUV,91.42,172.57,31.78,44.32,31.4,mixed,154.98,high,clear,15.081
2.4,4,diesel,Pickup,74.71,74.52,60.16,95.0,6.97,mixed,1256.85,low,clear,6.864
2.4,4,diesel,Pickup,146.54,154.74,56.82,82.27,14.21,mixed,738.2,low,clear,12.4
3.0,4,diesel,Pickup,178.67,212.59,50.43,65.34,31.47,mixed,1949.69,medium,clear,22.673
2.0,4,petrol,Sedan,132.89,136.08,58.6,81.58,13.42,mixed,495.5,low,clear,12.038
3.0,4,diesel,Pickup,154.72,188.46,49.26,88.16,31.5,mixed,1551.98,medium,clear,17.86
3.5,6,petrol,SUV,54.98,67.57,48.82,80.78,12.42,mixed,299.28,medium,rain,8.081
2.2,4,diesel,Van,30.49,63.28,28.91,49.78,12.75,urban,1210.01,medium,clear,4.064
2.8,4,diesel,SUV,83.28,93.4,53.5,94.35,11.33,mixed,412.62,medium,rain,9.239
2.2,4,diesel,Van,23.75,31.0,45.97,81.89,4.48,mixed,110.29,medium,clear,2.222
2.8,4,diesel,SUV,87.91,105.92,49.8,87.36,15.14,mixed,368.87,medium,clear,10.054
5.7,8,diesel,Truck,438.17,315.32,83.38,102.03,16.48,highway,1260.99,medium,rain,84.283
2.2,4,diesel,Van,13.26,21.12,37.69,49.71,5.7,urban,719.37,low,rain,1.379
4.5,6,diesel,SUV,48.39,135.97,21.35,34.46,41.67,urban,469.0,high,clear,11.585
2.0,4,petrol,Sedan,94.61,72.79,77.98,123.94,5.74,highway,273.42,medium,clear,8.502
5.7,8,diesel,Truck,51.83,51.93,59.89,87.01,4.41,mixed,1841.02,low,hot,9.403
2.8,4,diesel,SUV,41.8,117.3,21.38,34.15,35.94,urban,316.74,high,clear,7.317
2.5,4,diesel,Pickup,258.35,209.08,74.14,125.87,15.67,highway,863.46,medium,hot,28.976
1.5,4,petrol,Compact,17.78,51.05,20.9,30.24,11.01,urban,6.54,medium,hot,1.891
2.5,4,diesel,Pickup,48.23,97.51,29.68,45.25,19.72,urban,855.24,medium,clear,7.326
3.0,4,diesel,Pickup,98.8,117.7,50.36,66.99,16.02,mixed,1778.94,medium,clear,12.462
3.0,4,diesel,Pickup,216.86,185.78,70.04,112.08,9.7,highway,307.66,medium,clear,25.325
3.0,4,diesel,Pickup,173.06,197.89,52.47,68.59,28.45,mixed,1054.84,medium,clear,22.075
3.0,4,diesel,Pickup,64.42,73.92,52.29,93.59,11.59,mixed,1491.98,medium,rain,7.601
5.7,8,diesel,Truck,27.97,75.17,22.32,27.49,15.15,urban,983.58,medium,rain,7.792
4.5,6,diesel,SUV,20.84,85.36,14.65,24.76,28.06,urban,130.52,high,clear,5.411
2.8,4,diesel,SUV,39.56,140.09,16.94,25.63,44.97,urban,310.76,high,clear,7.037
2.0,4,petrol,Sedan,10.83,52.95,12.27,15.66,18.35,urban,309.58,high,clear,1.631
5.7,8,diesel,Truck,48.49,114.74,25.36,32.4,33.86,urban,984.4,medium,clear,11.479
2.4,4,diesel,Pickup,19.28,48.14,24.03,41.07,12.43,urban,1146.88,medium,clear,3.002
2.0,4,petrol,Sedan,38.96,50.37,46.41,77.72,7.97,mixed,178.98,medium,clear,3.665
3.0,4,diesel,Pickup,388.02,252.81,92.09,121.29,8.93,highway,1887.38,low,clear,44.255
2.0,4,petrol,Sedan,145.84,259.75,33.69,46.94,46.82,mixed,352.05,high,rain,15.697
3.0,4,diesel,Pickup,44.14,178.25,14.86,22.56,53.58,urban,1890.57,high,clear,8.969
2.0,4,petrol,Sedan,458.19,301.8,91.09,128.06,11.3,highway,188.94,low,clear,34.85
4.5,6,diesel,SUV,119.07,200.37,35.66,52.72,36.43,mixed,279.15,high,clear,20.915
2.8,4,diesel,SUV,74.49,97.65,45.77,79.08,12.03,mixed,285.9,medium,rain,9.161
1.5,4,petrol,Compact,46.38,107.58,25.87,31.41,15.53,urban,26.01,low,clear,4.186
3.5,6,petrol,SUV,319.52,340.68,56.27,91.05,32.88,highway,162.08,high,clear,51.146
5.7,8,diesel,Truck,89.65,106.52,50.5,70.26,16.28,mixed,1694.69,medium,clear,17.764
4.5,6,diesel,SUV,45.95,222.93,12.37,21.73,68.05,urban,392.72,high,hot,12.654
2.5,4,diesel,Pickup,167.94,123.94,81.3,129.79,6.37,highway,1838.01,medium,rain,19.402
3.0,4,diesel,Pickup,105.02,107.72,58.49,87.73,16.66,mixed,965.55,medium,clear,12.599
2.2,4,diesel,Van,131.22,101.44,77.61,136.81,5.86,highway,1566.26,medium,clear,10.911
1.5,4,petrol,Compact,422.79,259.96,97.58,140.0,10.35,highway,472.64,low,clear,29.585
4.5,6,diesel,SUV,32.65,78.86,24.84,32.68,20.12,urban,179.29,medium,clear,6.932
3.0,4,diesel,Pickup,69.84,92.33,45.38,76.33,13.22,mixed,1072.68,medium,clear,8.619
2.0,4,petrol,Sedan,115.01,145.2,47.53,68.02,18.98,mixed,443.57,medium,clear,10.895
5.7,8,diesel,Truck,24.22,69.37,20.95,30.43,14.27,urban,566.99,medium,clear,6.425
1.5,4,petrol,Compact,16.71,39.71,25.25,40.74,8.53,urban,408.32,low,clear,1.675
3.5,6,petrol,SUV,36.22,66.01,32.92,45.31,12.38,mixed,308.65,high,rain,5.674
5.7,8,diesel,Truck,150.55,265.56,34.01,49.32,49.7,mixed,1832.62,high,clear,36.054
2.8,4,diesel,SUV,345.28,377.85,54.83,94.03,28.66,highway,379.21,high,clear,47.699
3.5,6,petrol,SUV,260.71,189.51,82.54,135.05,7.95,highway,101.12,low,clear,30.757
3.5,6,petrol,SUV,159.08,108.56,87.92,119.84,4.41,highway,442.03,low,clear,18.688
3.0,4,diesel,Pickup,123.04,164.28,44.94,57.02,20.19,mixed,1595.73,medium,clear,14.131
2.8,4,diesel,SUV,38.87,47.83,48.76,84.94,4.13,mixed,324.97,low,clear,3.973
2.8,4,diesel,SUV,65.7,125.07,31.52,47.99,23.43,mixed,370.15,high,hot,8.204
2.8,4,diesel,SUV,39.94,71.64,33.45,44.18,15.92,urban,165.03,medium,hot,4.763
5.7,8,diesel,Truck,479.86,347.96,82.74,117.22,20.21,highway,1228.11,medium,clear,94.217
2.4,4,diesel,Pickup,6.66,22.58,17.71,27.72,11.73,urban,1029.05,high,clear,1.189
2.8,4,diesel,SUV,42.54,84.19,30.32,42.95,16.84,urban,109.58,medium,clear,5.052
3.0,4,diesel,Pickup,91.66,110.87,49.6,74.73,14.66,mixed,467.09,medium,rain,11.048
2.5,4,diesel,Pickup,128.32,127.85,60.22,101.45,12.22,mixed,867.94,low,clear,12.908
1.5,4,petrol,Compact,119.06,129.08,55.34,75.86,16.97,mixed,9.6,low,clear,8.299
1.5,4,petrol,Compact,113.68,183.74,37.12,49.89,38.34,mixed,202.12,high,clear,10.944
1.5,4,petrol,Compact,213.79,147.96,86.69,113.68,5.75,highway,467.97,low,clear,15.242
2.2,4,diesel,Van,78.44,103.87,45.31,55.19,12.66,mixed,216.14,medium,clear,7.506
2.2,4,diesel,Van,166.48,274.32,36.41,48.17,49.53,mixed,1104.15,high,rain,19.542
2.8,4,diesel,SUV,20.66,42.59,29.1,46.15,12.81,urban,72.41,medium,rain,3.338
1.5,4,petrol,Compact,9.59,30.2,19.04,32.01,12.4,urban,404.03,medium,clear,1.074
3.5,6,petrol,SUV,24.52,55.83,26.35,35.65,11.33,urban,315.33,medium,clear,4.347
2.2,4,diesel,Van,32.07,92.7,20.76,29.18,18.63,urban,1161.53,medium,rain,4.484
2.5,4,diesel,Pickup,30.98,184.15,10.09,12.12,68.76,urban,833.66,high,clear,6.148
3.0,4,diesel,Pickup,105.17,113.1,55.8,77.1,9.97,mixed,1744.47,low,rain,13.31
2.4,4,diesel,Pickup,13.17,38.83,20.35,34.69,9.64,urban,1929.95,medium,clear,2.191
2.8,4,diesel,SUV,48.64,164.4,17.75,25.72,54.37,urban,202.58,high,hot,9.094
2.2,4,diesel,Van,167.24,125.91,79.7,105.0,8.09,highway,362.34,medium,clear,14.644
2.4,4,diesel,Pickup,192.72,344.63,33.55,57.66,66.58,mixed,72.18,high,rain,24.844
2.0,4,petrol,Sedan,127.48,137.3,55.71,93.54,13.07,highway,393.02,high,clear,13.305
2.0,4,petrol,Sedan,182.01,186.38,58.59,86.55,17.26,mixed,204.06,low,clear,15.974
3.0,4,diesel,Pickup,71.28,108.67,39.36,48.75,13.06,mixed,1510.12,medium,clear,8.468
2.5,4,diesel,Pickup,32.09,93.32,20.64,30.11,20.03,urban,525.76,low,hot,5.16
2.5,4,diesel,Pickup,131.31,257.65,30.58,52.3,50.17,mixed,353.2,high,rain,19.714
4.5,6,diesel,SUV,127.54,234.23,32.67,42.27,43.77,mixed,248.84,high,clear,22.317
3.0,4,diesel,Pickup,16.88,30.87,32.81,44.77,8.59,urban,415.04,medium,hot,2.105
5.7,8,diesel,Truck,316.12,226.26,83.83,140.0,13.71,highway,638.73,medium,clear,57.453
2.5,4,diesel,Pickup,24.38,36.97,39.58,69.23,10.63,mixed,444.34,high,clear,2.981
2.4,4,diesel,Pickup,165.28,193.48,51.25,65.25,25.78,mixed,1682.61,medium,rain,18.501
2.0,4,petrol,Sedan,41.78,116.81,21.46,34.69,30.32,urban,68.25,medium,rain,5.811
3.5,6,petrol,SUV,5.32,11.92,26.77,43.91,4.4,urban,480.14,medium,clear,1.013
4.5,6,diesel,SUV,31.49,95.93,19.69,35.01,29.88,urban,220.69,high,clear,7.76
5.7,8,diesel,Truck,146.84,149.21,59.05,97.06,12.94,mixed,1513.87,low,clear,26.615
3.5,6,petrol,SUV,43.52,66.26,39.41,66.57,10.0,urban,477.12,low,clear,5.547
2.2,4,diesel,Van,46.15,81.39,34.02,60.25,17.64,urban,816.62,medium,clear,4.501
2.8,4,diesel,SUV,145.34,230.31,37.86,66.63,42.08,mixed,52.47,high,clear,18.492
2.5,4,diesel,Pickup,211.1,194.97,64.97,111.54,15.77,highway,1757.58,high,clear,25.788
2.0,4,petrol,Sedan,81.56,83.22,58.81,102.11,7.39,mixed,10.9,low,rain,6.841
2.5,4,diesel,Pickup,6.85,15.71,26.14,43.29,4.9,urban,343.45,high,clear,1.206
2.8,4,diesel,SUV,173.57,185.57,56.12,99.58,28.27,mixed,192.84,medium,clear,20.52
1.5,4,petrol,Compact,49.56,184.67,16.1,27.84,57.71,urban,348.66,high,clear,6.32
3.5,6,petrol,SUV,141.34,287.05,29.54,37.06,54.51,mixed,429.04,high,clear,27.431
3.5,6,petrol,SUV,395.04,251.17,94.37,140.0,10.51,highway,245.82,low,rain,54.207
5.7,8,diesel,Truck,44.42,56.47,47.2,74.04,11.44,mixed,1737.36,medium,clear,8.831
2.0,4,petrol,Sedan,6.82,12.61,32.46,51.65,3.09,urban,193.0,low,hot,0.631
3.5,6,petrol,SUV,305.33,217.97,84.05,137.37,14.16,highway,147.62,medium,rain,46.009
2.8,4,diesel,SUV,233.4,254.69,54.98,96.86,19.38,highway,230.16,high,rain,28.302
2.0,4,petrol,Sedan,94.71,156.22,36.38,45.86,32.7,mixed,147.12,high,clear,10.134
1.5,4,petrol,Compact,128.57,133.19,57.92,89.03,13.64,mixed,65.87,low,clear,8.635
4.5,6,diesel,SUV,428.7,504.83,50.95,71.25,40.38,highway,222.74,high,clear,70.607
2.0,4,petrol,Sedan,138.2,170.18,48.72,75.9,22.16,mixed,63.49,medium,clear,12.834
2.8,4,diesel,SUV,215.68,149.36,86.64,127.77,5.6,highway,425.97,low,clear,21.253
2.2,4,diesel,Van,320.9,321.17,59.95,80.57,25.08,highway,1562.37,high,clear,37.219
1.5,4,petrol,Compact,268.02,328.87,48.9,84.12,31.2,highway,325.15,high,clear,23.765
3.0,4,diesel,Pickup,82.46,80.35,61.57,109.73,10.16,mixed,1513.19,low,rain,9.518
2.5,4,diesel,Pickup,184.05,219.53,50.3,75.18,22.98,mixed,21.96,low,rain,18.535
3.0,4,diesel,Pickup,9.45,33.84,16.76,25.66,10.47,urban,430.03,high,clear,1.859
2.2,4,diesel,Van,8.86,33.35,15.94,25.16,10.23,urban,86.58,high,clear,1.409
5.7,8,diesel,Truck,173.08,184.23,56.37,70.35,15.82,highway,24.36,high,rain,36.234
2.5,4,diesel,Pickup,121.62,131.43,55.52,73.04,12.95,mixed,892.75,low,clear,12.277
2.5,4,diesel,Pickup,34.12,111.67,18.33,25.15,24.21,urban,778.7,medium,clear,4.787
4.5,6,diesel,SUV,134.22,149.36,53.92,93.47,12.75,mixed,32.92,low,clear,17.022
5.7,8,diesel,Truck,30.45,112.6,16.23,26.5,24.42,urban,1027.68,medium,clear,8.03
2.0,4,petrol,Sedan,184.73,131.23,84.46,125.04,7.6,highway,80.31,medium,rain,16.195
2.8,4,diesel,SUV,37.2,71.99,31.0,41.56,19.75,urban,265.9,low,clear,4.003
3.5,6,petrol,SUV,26.56,54.94,29.01,37.9,20.52,urban,29.54,medium,hot,5.515
1.5,4,petrol,Compact,192.48,209.47,55.13,85.35,25.49,mixed,345.71,low,clear,13.111
3.0,4,diesel,Pickup,441.93,304.89,86.97,113.89,17.16,highway,1867.93,medium,clear,48.865
3.5,6,petrol,SUV,19.0,43.21,26.38,32.17,9.15,urban,489.55,medium,clear,3.465
2.5,4,diesel,Pickup,123.28,124.6,59.37,92.91,12.32,mixed,73.63,low,clear,13.112
2.4,4,diesel,Pickup,11.29,40.3,16.81,27.36,13.51,urban,976.18,high,hot,2.014
2.8,4,diesel,SUV,217.29,133.32,97.79,140.0,11.43,highway,470.04,low,clear,25.084
2.8,4,diesel,SUV,35.06,84.8,24.81,32.75,20.65,urban,252.74,medium,clear,5.457
5.7,8,diesel,Truck,50.59,53.18,57.08,88.71,8.15,mixed,1487.07,medium,rain,9.699
3.5,6,petrol,SUV,29.57,65.58,27.05,35.68,14.51,urban,167.53,medium,clear,4.867
4.5,6,diesel,SUV,148.65,270.41,32.98,42.29,51.57,mixed,35.88,high,clear,28.458
3.5,6,petrol,SUV,471.36,299.58,94.4,127.23,10.56,highway,123.72,low,rain,61.6
2.5,4,diesel,Pickup,39.6,185.08,12.84,22.87,38.09,urban,1527.97,medium,rain,6.869
3.0,4,diesel,Pickup,171.42,261.35,39.35,64.15,48.21,mixed,1128.16,high,hot,24.504
2.8,4,diesel,SUV,338.15,337.91,60.04,98.93,26.24,highway,280.86,high,clear,40.539
5.7,8,diesel,Truck,281.9,288.45,58.64,104.24,22.06,highway,1062.91,high,hot,63.559
2.4,4,diesel,Pickup,170.71,241.83,42.35,71.48,29.65,mixed,1687.55,medium,rain,18.797
4.5,6,diesel,SUV,426.61,308.69,82.92,102.37,16.77,highway,67.92,medium,clear,62.741
2.0,4,petrol,Sedan,182.5,269.95,40.56,69.13,22.95,mixed,356.83,low,clear,13.793
2.5,4,diesel,Pickup,38.01,66.76,34.17,49.15,18.39,urban,1125.95,medium,hot,4.389
4.5,6,diesel,SUV,198.12,287.46,41.35,65.74,39.54,mixed,8.6,medium,rain,30.736
2.5,4,diesel,Pickup,16.5,98.99,10.0,14.55,32.13,urban,1283.58,high,clear,3.094
2.5,4,diesel,Pickup,41.16,56.57,43.66,54.04,10.22,mixed,1896.67,high,clear,5.041
2.8,4,diesel,SUV,42.17,79.88,31.68,55.41,17.91,urban,330.71,low,clear,4.425
2.4,4,diesel,Pickup,18.05,86.74,12.48,19.66,31.79,urban,1383.07,high,clear,3.391
2.2,4,diesel,Van,347.21,314.1,66.32,83.6,17.94,highway,1450.77,medium,clear,34.588
5.7,8,diesel,Truck,23.31,52.66,26.56,33.74,7.39,urban,1909.04,low,clear,5.721
5.7,8,diesel,Truck,76.83,87.64,52.6,92.22,11.96,mixed,298.29,low,hot,14.409
2.0,4,petrol,Sedan,261.97,257.73,60.99,77.25,21.31,highway,474.03,high,clear,24.284
2.2,4,diesel,Van,304.84,331.5,55.17,84.16,28.26,highway,1524.21,high,hot,35.149
2.8,4,diesel,SUV,289.0,191.53,90.53,116.79,7.13,highway,235.37,low,hot,31.569
5.7,8,diesel,Truck,181.34,372.14,29.24,44.37,67.39,mixed,1024.58,high,rain,62.347
2.2,4,diesel,Van,127.54,149.79,51.09,79.57,18.01,mixed,1436.48,medium,clear,12.322
1.5,4,petrol,Compact,41.6,51.29,48.66,72.76,6.4,mixed,25.55,medium,rain,3.336
3.5,6,petrol,SUV,173.08,162.94,63.73,81.59,16.59,mixed,49.5,low,clear,21.249
3.0,4,diesel,Pickup,99.23,217.31,27.4,40.88,41.73,mixed,94.94,high,clear,16.571
2.8,4,diesel,SUV,9.02,16.66,32.49,40.98,3.69,urban,43.14,medium,clear,0.953
2.0,4,petrol,Sedan,40.59,100.94,24.12,31.87,20.3,urban,321.73,medium,clear,4.881
4.5,6,diesel,SUV,42.8,100.39,25.58,31.98,30.66,urban,175.64,high,rain,9.752
4.5,6,diesel,SUV,448.34,312.95,85.96,104.99,16.38,highway,5.25,medium,rain,66.901
5.7,8,diesel,Truck,130.61,141.38,55.43,78.57,24.47,mixed,1229.64,medium,clear,25.443
5.7,8,diesel,Truck,194.74,217.13,53.81,83.17,21.28,mixed,657.89,low,rain,35.356
3.0,4,diesel,Pickup,32.54,68.33,28.57,44.76,13.76,urban,1325.38,medium,hot,5.47
2.8,4,diesel,SUV,173.77,211.37,49.33,79.79,26.29,mixed,74.55,medium,clear,20.228
3.0,4,diesel,Pickup,23.19,53.27,26.12,42.06,10.15,mixed,1132.56,high,hot,4.31
1.5,4,petrol,Compact,59.37,64.68,55.07,71.34,16.23,mixed,191.17,low,clear,4.392
5.7,8,diesel,Truck,205.65,142.94,86.32,140.0,11.11,highway,1132.37,medium,hot,42.591
3.0,4,diesel,Pickup,26.08,82.58,18.95,27.01,17.07,urban,897.43,medium,clear,3.798
2.8,4,diesel,SUV,37.19,95.97,23.25,29.68,30.28,urban,58.16,high,rain,7.18
1.5,4,petrol,Compact,259.8,290.88,53.59,81.14,24.08,highway,116.83,high,rain,22.762
2.2,4,diesel,Van,323.29,256.67,75.57,99.53,14.45,highway,1275.89,medium,rain,32.099
2.2,4,diesel,Van,131.31,163.54,48.17,80.38,20.68,mixed,1344.96,medium,clear,12.44
2.8,4,diesel,SUV,22.24,55.81,23.91,42.22,8.91,urban,49.84,low,clear,3.226
1.5,4,petrol,Compact,185.69,365.72,30.46,46.3,66.96,mixed,225.53,high,clear,16.655
5.7,8,diesel,Truck,15.34,40.8,22.56,32.68,9.11,urban,291.63,medium,rain,4.16
2.2,4,diesel,Van,31.29,33.83,55.5,89.4,5.15,mixed,1740.4,medium,hot,3.096
2.2,4,diesel,Van,34.2,139.54,14.7,24.24,49.09,urban,1984.11,high,clear,5.705
1.5,4,petrol,Compact,94.26,122.2,46.28,77.11,17.14,mixed,275.67,medium,clear,7.479
2.2,4,diesel,Van,51.54,80.16,38.58,53.99,10.1,mixed,1787.99,medium,hot,5.303
2.0,4,petrol,Sedan,487.68,551.35,53.07,67.51,42.11,highway,308.28,high,clear,48.371
1.5,4,petrol,Compact,117.12,150.55,46.68,73.14,20.99,mixed,219.65,medium,hot,9.077
3.0,4,diesel,Pickup,39.56,64.7,36.69,56.81,12.68,mixed,1871.23,high,clear,5.825
5.7,8,diesel,Truck,47.79,178.37,16.08,21.0,54.17,urban,1734.52,high,rain,17.101
2.0,4,petrol,Sedan,144.79,177.61,48.91,76.0,24.11,mixed,282.83,medium,rain,13.826
2.4,4,diesel,Pickup,33.72,71.0,28.49,41.11,23.08,urban,1939.05,high,hot,5.795
5.7,8,diesel,Truck,34.08,40.82,50.1,68.02,4.01,mixed,463.04,low,clear,5.955
2.5,4,diesel,Pickup,197.16,214.56,55.13,94.17,26.38,mixed,893.51,medium,hot,19.825
3.5,6,petrol,SUV,19.23,36.25,31.84,47.16,6.72,urban,304.38,low,clear,2.577
3.0,4,diesel,Pickup,19.54,40.63,28.86,49.4,5.86,urban,112.21,low,clear,2.878
2.8,4,diesel,SUV,221.48,165.54,80.27,140.0,12.03,highway,368.79,medium,clear,25.419
2.0,4,petrol,Sedan,84.75,158.6,32.06,49.75,31.58,mixed,111.97,high,clear,9.264
5.7,8,diesel,Truck,98.09,120.14,48.99,69.35,14.8,mixed,698.48,medium,rain,20.858
3.0,4,diesel,Pickup,350.56,422.55,49.78,82.01,36.51,highway,333.44,high,clear,42.59
5.7,8,diesel,Truck,103.88,205.51,30.33,41.56,37.64,mixed,138.19,high,rain,23.031
3.5,6,petrol,SUV,118.53,91.23,77.95,140.0,8.74,highway,340.06,medium,rain,14.778
2.0,4,petrol,Sedan,11.75,22.24,31.71,44.6,5.31,urban,195.96,low,clear,1.232
5.7,8,diesel,Truck,185.53,241.83,46.03,72.87,29.92,mixed,1866.06,medium,clear,35.94
1.5,4,petrol,Compact,169.4,331.65,30.65,38.73,60.25,mixed,422.29,high,clear,15.792
2.5,4,diesel,Pickup,152.86,164.42,55.78,94.84,14.19,mixed,734.05,low,clear,16.482
3.0,4,diesel,Pickup,27.45,44.75,36.81,55.28,6.53,urban,4.49,low,clear,2.864
2.4,4,diesel,Pickup,61.31,62.33,59.02,98.24,10.03,mixed,1825.52,medium,rain,6.786
2.0,4,petrol,Sedan,34.31,123.71,16.64,23.64,39.99,urban,148.61,high,rain,5.833
2.4,4,diesel,Pickup,21.37,55.83,22.96,31.96,17.71,urban,1532.16,high,clear,3.604
2.2,4,diesel,Van,496.91,380.47,78.36,104.59,20.08,highway,1438.45,medium,rain,48.277
3.5,6,petrol,SUV,295.57,232.4,76.31,121.91,13.43,highway,273.44,medium,clear,34.977
4.5,6,diesel,SUV,124.33,155.41,48.0,72.25,12.89,highway,250.86,high,rain,19.644
3.5,6,petrol,SUV,474.04,375.95,75.65,117.22,20.97,highway,4.75,medium,rain,61.534
2.2,4,diesel,Van,14.3,27.8,30.87,50.98,6.15,urban,843.47,low,hot,1.381
4.5,6,diesel,SUV,113.03,141.73,47.85,73.11,18.07,mixed,381.41,medium,clear,18.107
4.5,6,diesel,SUV,176.55,190.82,55.51,88.32,23.46,mixed,246.16,medium,clear,28.014
4.5,6,diesel,SUV,133.13,86.13,92.74,124.69,12.73,highway,257.72,low,clear,18.407
2.0,4,petrol,Sedan,89.4,160.28,33.46,57.06,32.43,mixed,228.08,high,clear,10.617
3.0,4,diesel,Pickup,41.35,98.02,25.31,42.01,20.63,urban,1123.11,medium,clear,6.738
3.0,4,diesel,Pickup,392.73,280.21,84.09,113.33,15.93,highway,1557.81,medium,clear,48.166
2.2,4,diesel,Van,37.22,214.37,10.42,17.92,66.03,urban,1221.34,high,hot,6.858
2.4,4,diesel,Pickup,76.48,84.16,54.52,70.71,12.48,mixed,634.8,low,clear,7.802
4.5,6,diesel,SUV,7.86,25.83,18.25,22.75,9.44,urban,39.58,high,rain,2.03
1.5,4,petrol,Compact,121.55,136.69,53.35,76.68,14.72,mixed,455.4,low,rain,9.284
3.5,6,petrol,SUV,188.97,199.3,56.89,74.85,17.06,mixed,240.44,low,clear,23.688
2.0,4,petrol,Sedan,81.8,111.97,43.83,54.01,14.2,mixed,269.65,medium,clear,7.25
4.5,6,diesel,SUV,94.43,114.64,49.42,69.13,13.98,mixed,229.78,medium,clear,15.265
2.4,4,diesel,Pickup,22.82,29.56,46.31,75.47,4.32,mixed,1077.84,medium,clear,2.408
2.8,4,diesel,SUV,252.36,218.8,69.2,98.12,13.55,highway,140.89,medium,hot,24.993
3.0,4,diesel,Pickup,44.85,90.38,29.77,41.91,17.69,mixed,314.73,high,clear,7.971
1.5,4,petrol,Compact,101.02,116.96,51.82,83.17,14.73,mixed,478.87,medium,rain,8.189
2.2,4,diesel,Van,46.73,83.32,33.65,40.53,14.47,urban,944.39,low,hot,4.697
4.5,6,diesel,SUV,43.66,95.51,27.43,42.0,26.37,urban,229.18,medium,clear,8.953
2.5,4,diesel,Pickup,74.88,72.28,62.15,110.85,6.45,mixed,918.82,low,hot,7.108
4.5,6,diesel,SUV,25.57,153.41,10.0,16.84,48.78,urban,158.5,high,clear,7.281
2.8,4,diesel,SUV,56.93,74.86,45.63,63.64,14.69,mixed,8.68,high,clear,7.171
2.0,4,petrol,Sedan,319.49,221.49,86.55,140.0,8.66,highway,282.37,low,clear,25.258
2.5,4,diesel,Pickup,41.65,105.03,23.79,40.73,34.74,urban,844.29,high,rain,7.215
2.4,4,diesel,Pickup,187.03,549.48,20.42,34.67,99.71,mixed,44.42,high,hot,27.756
4.5,6,diesel,SUV,37.63,129.43,17.44,28.64,40.69,urban,322.94,high,clear,8.953
2.4,4,diesel,Pickup,363.91,339.32,64.35,90.42,26.72,highway,57.19,high,clear,39.698
2.8,4,diesel,SUV,421.24,313.43,80.64,99.35,18.36,highway,108.58,medium,clear,46.756
3.0,4,diesel,Pickup,18.32,48.43,22.7,27.86,13.03,urban,82.49,medium,clear,2.987
2.5,4,diesel,Pickup,67.99,122.29,33.36,57.45,25.02,mixed,115.88,high,clear,8.492
3.5,6,petrol,SUV,111.75,146.57,45.75,73.04,28.85,mixed,56.25,medium,clear,14.934
3.0,4,diesel,Pickup,63.66,77.22,49.46,71.31,11.51,mixed,340.18,medium,clear,7.11
3.5,6,petrol,SUV,69.0,92.6,44.71,58.65,11.53,mixed,305.42,medium,hot,9.148
1.5,4,petrol,Compact,175.64,303.06,34.77,60.62,66.48,mixed,398.84,high,clear,15.641
4.5,6,diesel,SUV,332.47,267.72,74.51,92.56,18.11,highway,183.28,medium,rain,47.207
1.5,4,petrol,Compact,455.89,467.47,58.51,98.64,40.69,highway,140.76,high,hot,39.486
2.8,4,diesel,SUV,103.15,71.7,86.31,123.72,4.23,highway,239.83,medium,rain,12.061
4.5,6,diesel,SUV,7.3,17.26,25.36,33.14,4.01,urban,92.12,medium,hot,1.448
1.5,4,petrol,Compact,193.86,141.42,82.25,140.0,8.97,highway,286.43,medium,clear,12.848
2.0,4,petrol,Sedan,236.4,180.57,78.55,116.74,11.06,highway,47.82,medium,clear,19.701
2.8,4,diesel,SUV,21.43,42.39,30.33,42.03,10.61,urban,424.58,medium,rain,2.583
2.4,4,diesel,Pickup,357.49,363.41,59.02,78.61,27.73,highway,1212.15,high,rain,45.237
5.7,8,diesel,Truck,49.94,58.04,51.62,92.09,6.78,mixed,148.78,low,clear,8.597
4.5,6,diesel,SUV,106.93,101.37,63.29,91.8,11.19,mixed,357.05,low,hot,14.129
1.5,4,petrol,Compact,21.84,53.73,24.39,31.97,11.31,urban,413.37,medium,clear,2.019
2.8,4,diesel,SUV,65.21,75.71,51.67,65.31,9.19,mixed,11.65,low,clear,6.787
2.4,4,diesel,Pickup,29.33,62.09,28.34,46.89,8.93,urban,1708.16,low,hot,3.908
5.7,8,diesel,Truck,37.33,70.44,31.8,56.33,13.06,urban,886.1,low,clear,7.029
1.5,4,petrol,Compact,73.7,116.09,38.09,48.53,21.37,mixed,386.48,high,hot,6.235
2.4,4,diesel,Pickup,97.55,192.6,30.39,41.53,34.74,mixed,523.15,high,rain,11.421
4.5,6,diesel,SUV,245.65,241.99,60.91,96.99,18.6,highway,350.52,high,hot,40.329
